uf,estado,municipio,local_verificacao,data_ultima_verificacao,data_validade,ultimo_resultado,tipo_medidor,qt_faixas,velocidade_nominal,validade_atual,tipo_via,mes_ultima_verificacao,ano_ultima_verificacao
DF,DISTRITO FEDERAL,brasilia,via mn 1 av helio prates qnn 18/17 ceil alt fund bradesco sent norte/sul cruz 509,2024-10-09,2025-10-08,APROVADO,FIXO,2,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via mn 1 av. h prates qnn 17/18 ceil fund bradesco sent setor p/tag   cruz 509,2024-07-31,2025-07-30,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,7,2024
DF,DISTRITO FEDERAL,brasilia,via mn 1 av. h. prates qnn 17/18 ceil fund bradesco sent ceil/setor p   cruz 509,2024-10-09,2025-10-08,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via mn1 alt cnm 01 sent. ceil/tag   cruz 289,2024-06-17,2025-06-16,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
DF,DISTRITO FEDERAL,brasilia,via mn1 alt qnm 18 sent tag/ceil   cruz 289,2024-10-09,2025-10-08,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via mn1 alt. qnm 02 sent. tag/ceil   cruz 293,2024-09-04,2025-09-03,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via mn1 alt. qnn 02 sent. ceil/tag   cruz 293,2024-07-30,2025-07-29,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,7,2024
DF,DISTRITO FEDERAL,brasilia,via mn1 av. helio prates qnn 17/18 ceil.altura fundação bradesco,2019-07-02,2020-07-01,APROVADO,FIXO,2,60,VENCIDO,Via Urbana,7,2019
DF,DISTRITO FEDERAL,brasilia,via mn1 av. helio prates qnn 17/18 ceilandia fundação bradesco semaforo cruz509,2020-01-16,2021-01-15,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via mn1 av. helio prates qnn 18/17 ceilandia altura fundação bradesco,2019-12-11,2020-12-10,APROVADO,FIXO,2,60,VENCIDO,Via Urbana,12,2019
DF,DISTRITO FEDERAL,brasilia,via mn1 av. hélio prates qnn 17/18 ceilandia alt fundação bradesco semaf cru z509,2020-01-17,2021-01-16,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via mn1 com n2 altura cnn 1 sent. taguatinga/ceilandia   cruz 294,2023-12-06,2024-12-05,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,12,2023
DF,DISTRITO FEDERAL,brasilia,via mn1 com n2 altura da qnn 1 cruzamento 294,2019-07-18,2020-07-17,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,7,2019
DF,DISTRITO FEDERAL,brasilia,via mn1 com n2 altura qnn 18 cruzamento 294,2019-06-10,2020-06-09,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,6,2019
DF,DISTRITO FEDERAL,brasilia,via mn1 com n2 altura qnn 18 sent. ceilandia/taguatinga   cruz 294,2023-10-17,2024-10-16,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,10,2023
DF,DISTRITO FEDERAL,brasilia,via mn2 ceilandia qnm 08 conj a frente lt 21,2024-09-04,2025-09-03,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via mn2 ceilandia qnm 08 conj. a frente lt 21,2024-09-04,2025-09-03,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via mn2 ceilandia qnn 07 conj a frente lt 14,2024-09-04,NA,REPARADO,FIXO,1,60,REPARADO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via mn2 qnm 02 conj. a   ceilândia,2024-10-11,2025-10-10,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via mn2 qnm 03 conj. a   ceilândia,2024-10-11,2025-10-10,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via mn2 qnm 07 conj. a lt. 46   ceilandia,2024-03-15,2025-03-14,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,3,2024
DF,DISTRITO FEDERAL,brasilia,via mn2 qnm 08 conj. b lt. 46 ceilândia,2024-10-15,2025-10-14,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via mn2 qnn 09 conj. a lt. 46 ceilândia,2024-10-15,2025-10-14,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via n 02 qnn 20 conj b ceilândia,2023-01-03,2024-01-02,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,1,2023
DF,DISTRITO FEDERAL,brasilia,via n 03 qnn 23 conj. p lt 42 ceilandia,2024-10-11,2025-10-10,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via n1 alt centro convenções semaf cruz 142,2020-01-27,2021-01-26,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via n1 alt centro convenções semaf. cruz. 142,2020-01-27,2021-01-26,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via n1 alt min exercito sent esplan/rodof semaforo cruz 137 ¿ cód. fis103,2024-07-30,2025-07-29,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,7,2024
DF,DISTRITO FEDERAL,brasilia,via n1 alt min exercito sent esplan/rodof semaforo cruz 137 ¿ cód. fis104,2024-07-30,2025-07-29,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,7,2024
DF,DISTRITO FEDERAL,brasilia,via n1 alt shn quadra 04 semaf cruz 141,2019-12-04,2020-12-03,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,12,2019
DF,DISTRITO FEDERAL,brasilia,via n1 alt tribunal contas semaf cruz 143,2020-01-27,2021-01-26,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via n1 alt. centro convenções sent. esplan/rodof semaforo cruz 142,2024-02-08,2025-02-07,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,2,2024
DF,DISTRITO FEDERAL,brasilia,via n1 alt. min. exército semáforo cruz 137,2020-01-22,2021-01-21,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via n1 alt. shn qd 04 sent esplanada/rodoferroviaria   cruz 141,2024-09-02,2025-09-01,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via n1 alt. shn qd 04 sent. esplanada/rodoferroviaria   cruz 141 ¿ cód. fis133,2024-09-03,2025-09-02,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via n1 alt. tribunal de contas sent. esplan/rodf   cruz 153,2024-10-08,2025-10-07,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via n1 alt. tribunal de contas sent. esplan/rodof   cruz 153,2024-05-23,2025-05-22,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via n1 centro de convencões sent. esplan/rodoferroviária   cruz 142,2024-10-08,2025-10-07,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via n1 e. monumental alt smu,2024-10-09,2025-10-08,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via n1 eixo monum 130m da entra 1º bat de inc (cbm),2024-09-04,2025-09-03,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via n1 eixo monum alt. smu,2019-07-11,2020-07-10,APROVADO,FIXO,6,60,VENCIDO,Via Urbana,7,2019
DF,DISTRITO FEDERAL,brasilia,via n1 eixo monum prox pavilhao das metas (mec),2024-09-04,2025-09-03,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via n1 eixo monum. a 130m da entr. do 1º bat. de inc. (cbm),2019-07-25,2020-07-24,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,7,2019
DF,DISTRITO FEDERAL,brasilia,via n1 eixo monum. prox. pavilhão da metas (mec),2019-07-10,NA,REPARADO,FIXO,3,60,REPROVADO,Via Urbana,7,2019
DF,DISTRITO FEDERAL,brasilia,via n1 eixo monumental alt smu.,2024-10-31,2025-10-30,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via n1 rodov retorno s1/n1 alt teatro nac semaf cruz 383,2020-01-22,2021-01-21,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via n1 rodv. alt. teatro nacional sent l2/w3 norte   cruz 383,2024-10-08,2025-10-07,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via n1 rodv. alt. teatro nacional sent. l2/w3 norte   cruz 383,2024-09-03,2025-09-02,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via n2 qnn 11 ceilandia norte,2022-02-21,2023-02-20,APROVADO,FIXO,1,50,VENCIDO,Via Urbana,2,2022
DF,DISTRITO FEDERAL,brasilia,via n2 qnn 14 area especial prox. c.e.p ceilãndia,2024-10-15,2025-10-14,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,"via n2 qnn 17 prox ao conjunto ""a"" ceilandia norte",2019-04-23,2020-04-22,APROVADO,FIXO,2,60,VENCIDO,Via Urbana,4,2019
DF,DISTRITO FEDERAL,brasilia,via n2 qnn 18 prox conj a ceilandia,2024-05-20,2025-05-19,APROVADO,FIXO,1,50,VÁLIDO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via n2 qnn 18 prox. conj. a ceilandia,2020-09-30,2021-09-29,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,9,2020
DF,DISTRITO FEDERAL,brasilia,via n2 qnn 19 prox ao conj a ceilandia norte,2022-02-21,2023-02-20,APROVADO,FIXO,1,50,VENCIDO,Via Urbana,2,2022
DF,DISTRITO FEDERAL,brasilia,"via n2 qnn 19 prox ao conjunto ""a"" ceilandia norte",2019-11-11,2020-11-10,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,11,2019
DF,DISTRITO FEDERAL,brasilia,via n2 qnn 20 conj. b ceilândia,2024-10-11,2025-10-10,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via n3 eqnm 21/23 ceilandia sentido sul / norte.,2024-05-07,2025-05-06,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via n3 qnn 19 conj. o lt. 25 ceilandia,2024-08-01,2025-07-31,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,8,2024
DF,DISTRITO FEDERAL,brasilia,via n3 qnn 20 conj. o lt.35 ceilandia,2024-08-01,2025-07-31,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,8,2024
DF,DISTRITO FEDERAL,brasilia,via n3 qnn 21 prox conj p ceilandia,2023-12-14,2024-12-13,APROVADO,FIXO,1,50,VÁLIDO,Via Urbana,12,2023
DF,DISTRITO FEDERAL,brasilia,via n3 qnn 21 prox.conj. p . ceilandia,2020-06-03,2021-06-02,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,6,2020
DF,DISTRITO FEDERAL,brasilia,via n3 qnn 24 ceilandia,2024-10-23,2025-10-22,APROVADO,FIXO,1,50,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via n3 qnn 27 lote. c prox. sesc ceilandia,2024-09-09,2025-09-08,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via n3 qnn 28 ceilandia,2024-11-06,2025-11-05,APROVADO,FIXO,1,50,VÁLIDO,Via Urbana,11,2024
DF,DISTRITO FEDERAL,brasilia,via n3 qnn 31 area especial. k ceilandia,2024-09-09,2025-09-08,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via n3 qnn 32 ceilandia,2019-03-22,2020-03-21,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,3,2019
DF,DISTRITO FEDERAL,brasilia,via n3 univerdades iesb ceilandia sentido norte / sul.,2024-05-07,2025-05-06,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via nm3 st. o qnn 33 ceilandia,2024-04-18,NA,REPARADO,FIXO,1,60,REPARADO,Via Urbana,4,2024
DF,DISTRITO FEDERAL,brasilia,via nm3 st. o qno 9 ceilandia,2024-04-18,2025-04-17,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,4,2024
DF,DISTRITO FEDERAL,brasilia,via ns 01 qd 04 conjunto j   planaltina,2022-12-16,2023-12-15,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,12,2022
DF,DISTRITO FEDERAL,brasilia,via ns 1 qd. 01 feira planaltina,2022-12-26,2023-12-25,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,12,2022
DF,DISTRITO FEDERAL,brasilia,via ns 1 qd. 01 feira planaltina   brasília   df,2024-09-16,2025-09-15,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via ns 1 qd. 04 conj. j planaltina   brasília   df.,2024-09-05,2025-09-04,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via o4 qno 11 conj. b ceilandia,2024-10-10,2025-10-09,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via p 02 qnp 16 conj b ceilandia,2024-10-11,2025-10-10,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via p 02 qnp 18 conj l   ceilandia,2023-01-03,2024-01-02,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,1,2023
DF,DISTRITO FEDERAL,brasilia,via p 03 qnp 20 conj l  ceilandia,2022-12-28,2023-12-27,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,12,2022
DF,DISTRITO FEDERAL,brasilia,via p 03 qnp 30 conj b ceilandia,2022-12-28,2023-12-27,APROVADO,FIXO,2,40,VENCIDO,Via Urbana,12,2022
DF,DISTRITO FEDERAL,brasilia,via p2 qnp 18 conj. l   ceilandia,2024-10-11,2025-10-10,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via p3 qnp 20 conj. l   ceilandia,2024-10-01,2025-09-30,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via p3 qnp 30 conj. b celândia,2024-10-11,2025-10-10,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via qnn 34 cruz. com a elmo serejo ceilandia cruz. 512.,2024-06-17,2025-06-16,APROVADO,FIXO,3,50,VÁLIDO,Via Urbana,6,2024
DF,DISTRITO FEDERAL,brasilia,via ribeirao lig tag samam prox. corrego taguatinga,2024-01-31,2025-01-30,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,1,2024
DF,DISTRITO FEDERAL,brasilia,via ribeirao lig. tag samam prox. corrego taguatinga.,2024-01-31,2025-01-30,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,1,2024
DF,DISTRITO FEDERAL,brasilia,via ribeirao lig. tag samambaia prox. corrego taguatinga.,2024-01-31,NA,REPARADO,FIXO,1,60,REPARADO,Via Urbana,1,2024
DF,DISTRITO FEDERAL,brasilia,via ribeirao ligacao tag samam prox. corr tag.,2024-11-01,2025-10-31,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,11,2024
DF,DISTRITO FEDERAL,brasilia,via s 1 rodoviaria retorno n1/s1 alt. sds   cruz 381,2024-10-08,2025-10-07,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via s1 alt cruz s1/l2 sul semaf cruz 002,2020-01-28,2021-01-27,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s1 alt cruz s1/l2 sul sent rodof/esplan semaforo cruz 002 ¿ cód. fis081,2024-04-30,2025-04-29,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,4,2024
DF,DISTRITO FEDERAL,brasilia,via s1 alt cruz s1/l2 sul sent rodof/esplan semaforo cruz 002 ¿ cód. fis082,2024-06-19,2025-06-18,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
DF,DISTRITO FEDERAL,brasilia,via s1 alt min prev social semaf cruz 339,2020-01-21,2021-01-20,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s1 alt tjdf    semáforo cruz 006,2019-04-16,2020-04-15,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,4,2019
DF,DISTRITO FEDERAL,brasilia,via s1 alt tjdf semáforo cruz 006,2020-01-28,2021-01-27,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s1 alt. da catedral rainha da paz sent. rodof/esplanada   cruz 394,2024-06-18,2025-06-17,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
DF,DISTRITO FEDERAL,brasilia,via s1 alt. min da previdencia social sent. rodof/ esplanada   cruz 339,2024-06-19,2025-06-18,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
DF,DISTRITO FEDERAL,brasilia,via s1 alt. min. prev. social semáforo cruz 339,2020-01-21,2021-01-20,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s1 alt. tjdft sent. rodof/esplanada   cruz 006,2024-06-18,2025-06-17,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
DF,DISTRITO FEDERAL,brasilia,via s1 e. monumental cruzeiro velho,2024-10-10,2025-10-09,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via s1 e. monumental cruzeiro velho.,2024-10-10,2025-10-09,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via s1 eixo monum alt acesso 1ª av sudoeste semaf cruz 362,2019-02-05,2020-02-04,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,2,2019
DF,DISTRITO FEDERAL,brasilia,via s1 eixo monum alt acesso 1ª av sudoestesemaf cruz 362,2020-01-27,2021-01-26,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s1 eixo monum alt da catedral rainha da paz semaf cruz 394,2019-04-01,2020-03-31,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,4,2019
DF,DISTRITO FEDERAL,brasilia,via s1 eixo monum. alt. acesso a 1º av. sudoeste sent. rodf/esplanada   cruz 362,2024-10-08,2025-10-07,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via s1 eixo monumental prox torre de tv sentido esplanada ¿ cód. fis150,2024-07-29,NA,REPARADO,FIXO,3,60,REPARADO,Via Urbana,7,2024
DF,DISTRITO FEDERAL,brasilia,via s1 eixo monumental prox. a torre de tv sent. esplanada   cruz 441 ¿ cód. fis149,2024-02-08,2025-02-07,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,2,2024
DF,DISTRITO FEDERAL,brasilia,via s1 eixo monumental prox. torre de tv,2020-01-28,2021-01-27,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s1 eixo monumental proximo torre de tv,2020-01-28,2021-01-27,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s1 rodov retorno n1/s1 alt sds semaf cruz 381,2020-01-28,2021-01-27,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s3 alt srtvs semaf cruz 055,2019-02-19,2020-02-18,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,2,2019
DF,DISTRITO FEDERAL,brasilia,via s3 alt. srtvs sent. w 4/w 3   cruz 055,2024-05-23,NA,REPARADO,FIXO,3,50,REPARADO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via s3 sbs alt. qd 04 semaforo cruz 015,2019-02-25,2020-02-24,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,2,2019
DF,DISTRITO FEDERAL,brasilia,via s3 sbs alt. qd. 04 sent. sbs/ls sul   cruz 015,2024-05-23,2025-05-22,APROVADO,FIXO,3,50,VÁLIDO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via s3 sbs semaforo cruz 019,2020-01-29,2021-01-28,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s3 sbs sent. l2/w3 sul   cruz 019 ¿ cód. fis069,2024-05-24,2025-05-23,APROVADO,FIXO,3,50,VÁLIDO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via s3 scs alt qd 01 semaf cruz 024,2019-03-18,2020-03-17,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,3,2019
DF,DISTRITO FEDERAL,brasilia,via s3 scs alt quadra 06 semaf cruz 055,2020-01-30,2021-01-29,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s3 scs alt. qd 01 sent. l2 sul/w3 sul   cruz 024 ¿ cód. fis071,2024-05-24,2025-05-23,APROVADO,FIXO,3,50,VÁLIDO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via s3 scs alt. qd. 06 sent. w 3/w 4   cruz 055,2024-05-24,2025-05-23,APROVADO,FIXO,3,50,VÁLIDO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via s3 smhs 301 semaforo cruz 023,2020-01-30,2021-01-29,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via s3 smhs 301 sent w3/l2 sul semaforo cruz 023 ¿ cód. fis048,2024-05-23,2025-05-22,APROVADO,FIXO,3,50,VÁLIDO,Via Urbana,5,2024
DF,DISTRITO FEDERAL,brasilia,via sc 05 / av. dos pioneiros q 01 conj. g lote 23 gama,2024-02-01,2025-01-31,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,2,2024
DF,DISTRITO FEDERAL,brasilia,via sc 5 / av. dos pioneiros qd. 05 conj. f lote 27 gama,2024-02-01,2025-01-31,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,2,2024
DF,DISTRITO FEDERAL,brasilia,via sc 5 / av. dos pioneiros qd. 36 lote 5/6 gama,2024-02-01,2025-01-31,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,2,2024
DF,DISTRITO FEDERAL,brasilia,via sc 5/ av. dos pioneiros q 45 gama,2024-02-01,NA,REPARADO,FIXO,2,50,REPARADO,Rodovia Estadual,2,2024
DF,DISTRITO FEDERAL,brasilia,via scn qd. 54 lt. 07 setor central gama,2024-08-29,2025-08-28,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,8,2024
DF,DISTRITO FEDERAL,brasilia,via setor de chacaras lago sul prox ent ch 07,2020-03-17,2021-03-16,APROVADO,FIXO,1,60,VENCIDO,Via Urbana,3,2020
DF,DISTRITO FEDERAL,brasilia,via srpn alt codeplan semaforo cruz 342,2020-01-27,2021-01-26,APROVADO,FIXO,2,50,VENCIDO,Via Urbana,1,2020
DF,DISTRITO FEDERAL,brasilia,via srpn alt. codeplan sent. autodromo/n1   cruz 342,2024-09-03,2025-09-02,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via st ch lago sul prox ent ch 07,2020-02-18,2021-02-17,APROVADO,FIXO,1,60,VENCIDO,Via Urbana,2,2020
DF,DISTRITO FEDERAL,brasilia,via t 1/av. central qd. 302 prox a administração samambaia,2024-09-16,2025-09-15,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,9,2024
DF,DISTRITO FEDERAL,brasilia,via t1/av. central qd. 301 prox. a administração samambaia,2024-11-05,2025-11-04,APROVADO,FIXO,2,40,VÁLIDO,Via Urbana,11,2024
DF,DISTRITO FEDERAL,brasilia,via terminal norte 250m (df 003),2020-06-10,2021-06-09,APROVADO,FIXO,3,60,VENCIDO,Rodovia Estadual,6,2020
DF,DISTRITO FEDERAL,brasilia,via terminal norte 320m antes do cbm,2024-10-09,2025-10-08,APROVADO,FIXO,1,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via terminal norte 420m antes da df 003 (epia),2020-09-23,2021-09-22,APROVADO,FIXO,3,60,VENCIDO,Rodovia Estadual,9,2020
DF,DISTRITO FEDERAL,brasilia,via terminal norte 420m antes da df 003(epia),2022-03-08,NA,REPARADO,FIXO,2,60,REPROVADO,Rodovia Estadual,3,2022
DF,DISTRITO FEDERAL,brasilia,via terminal norte 420m antes do 2º cbm,2020-06-02,2021-06-01,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,6,2020
DF,DISTRITO FEDERAL,brasilia,via terminal norte a 200m da 2ª dp asa norte plano piloto,2023-05-03,2024-05-02,APROVADO,FIXO,1,60,VENCIDO,Via Urbana,5,2023
DF,DISTRITO FEDERAL,brasilia,via terminal norte a 250 metros da epia(df003),2022-03-07,NA,REPARADO,FIXO,2,60,REPROVADO,Rodovia Estadual,3,2022
DF,DISTRITO FEDERAL,brasilia,"via terminal norte, a 200m da 2ª dp asa norte   plano piloto",2024-04-25,NA,REPARADO,FIXO,1,60,REPARADO,Via Urbana,4,2024
DF,DISTRITO FEDERAL,brasilia,via w3 norte altura da sclrn 716,2019-05-08,2020-05-07,APROVADO,FIXO,3,60,VENCIDO,Via Urbana,5,2019
DF,DISTRITO FEDERAL,brasilia,via w3 norte sclrn 703 sent norte/sul   cruz 160,2024-07-29,NA,REPARADO,FIXO,3,60,REPARADO,Via Urbana,7,2024
DF,DISTRITO FEDERAL,brasilia,via w3 norte sclrn 707 sent. norte/sul   cruz 162,2024-10-07,2025-10-06,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,10,2024
DF,DISTRITO FEDERAL,brasilia,via w3 norte sclrn 711 sent. norte/sul ¿ cruz 166 ¿ cód. fis004,2024-06-19,2025-06-18,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,6,2024
DF,DISTRITO FEDERAL,brasilia,via w3 norte scrn 502 sent. sul/norte   cruz 160 ¿ cód. fis040,2024-07-29,2025-07-28,APROVADO,FIXO,3,60,VÁLIDO,Via Urbana,7,2024
