uf,estado,municipio,local_verificacao,data_ultima_verificacao,data_validade,ultimo_resultado,tipo_medidor,qt_faixas,velocidade_nominal,validade_atual,tipo_via,mes_ultima_verificacao,ano_ultima_verificacao
RJ,RIO DE JANEIRO,saquarema,"rj 118 km 14,5",2024-04-29,2025-04-28,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,saquarema,"rj 118, km 11,9",2024-06-06,2025-06-05,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,6,2024
RJ,RIO DE JANEIRO,saquarema,"rj 106 km 78,5",2024-05-09,2025-05-08,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,5,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 10,2022-03-28,2023-03-27,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,3,2022
RJ,RIO DE JANEIRO,seropedica,"br 465 km 12,6",2022-03-14,2023-03-13,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,3,2022
RJ,RIO DE JANEIRO,seropedica,"br 465 km 14,0",2022-03-28,2023-03-27,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,3,2022
RJ,RIO DE JANEIRO,seropedica,"br 465 km 19,6",2022-07-07,2023-07-06,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,7,2022
RJ,RIO DE JANEIRO,seropedica,"br 465 km 6,5",2022-03-28,2023-03-27,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,3,2022
RJ,RIO DE JANEIRO,seropedica,br 465 km 7,2022-03-28,2023-03-27,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,3,2022
RJ,RIO DE JANEIRO,seropedica,"br 465 km 8,5",2022-03-14,2023-03-13,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,3,2022
RJ,RIO DE JANEIRO,seropedica,br 465 km 10+380,2024-10-09,2025-10-08,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 10+500,2024-10-09,2025-10-08,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 13+130,2023-11-13,2024-11-12,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,11,2023
RJ,RIO DE JANEIRO,seropedica,br 465 km 13+138,2024-10-09,2025-10-08,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 14+348,2023-11-07,2024-11-06,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,11,2023
RJ,RIO DE JANEIRO,seropedica,br 465 km 14+360,2024-10-09,2025-10-08,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 4+570,2023-10-30,2024-10-29,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,10,2023
RJ,RIO DE JANEIRO,seropedica,br 465 km 4+630,2024-10-07,2025-10-06,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 7+266,2024-10-07,2025-10-06,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 7+270,2023-10-30,2024-10-29,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,10,2023
RJ,RIO DE JANEIRO,seropedica,br 465 km 7+508,2024-10-07,2025-10-06,APROVADO,FIXO,2,30,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 7+540,2023-10-30,2024-10-29,APROVADO,FIXO,2,30,VÁLIDO,Rodovia Federal,10,2023
RJ,RIO DE JANEIRO,seropedica,br 465 km 8+355,2024-06-27,2025-06-26,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 8+363,2024-06-27,2025-06-26,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,seropedica,br 465 km 9+780,2023-10-31,2024-10-30,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,10,2023
RJ,RIO DE JANEIRO,seropedica,br 465 km 9+960,2024-10-07,2025-10-06,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,seropedica,"rj 099 km 15,0",2024-11-26,2025-11-25,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,11,2024
RJ,RIO DE JANEIRO,seropedica,"rj 099 km 6,2",2024-03-27,2025-03-26,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,silva jardim,"rj 140 km 61,8   silva jardim",2020-07-04,2021-07-03,APROVADO,FIXO,2,50,VENCIDO,Rodovia Estadual,7,2020
RJ,RIO DE JANEIRO,silva jardim,"rj 140 km 61,8",2024-02-06,2025-02-05,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,2,2024
RJ,RIO DE JANEIRO,sao fidelis,"rj 158 km 133,0",2024-06-19,2025-06-18,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,6,2024
RJ,RIO DE JANEIRO,sao fidelis,"rj 192 km 9,6",2024-02-07,2025-02-06,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,2,2024
RJ,RIO DE JANEIRO,sao fidelis,"rj 192 km 9,7",2024-02-07,2025-02-06,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,2,2024
RJ,RIO DE JANEIRO,sao francisco de itabapoana,"rj 224 km 24,1",2024-04-25,2025-04-24,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,sao francisco de itabapoana,"rj 224 km 24,5",2024-06-21,2025-06-20,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Estadual,6,2024
RJ,RIO DE JANEIRO,sao goncalo,"202/r8   rj 106 km 0,5",2024-11-18,2025-11-17,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,11,2024
RJ,RIO DE JANEIRO,sao goncalo,"401/r8 rj 104 km 16,5",2024-03-19,NA,REPARADO,FIXO,1,50,REPARADO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,sao goncalo,"402/r8   rj 104, km 16,5",2024-03-19,2025-03-18,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,sao goncalo,"531/r8   rj 106, km 3,3",2024-04-17,2025-04-16,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,sao goncalo,br 101 km 313+000,2023-06-13,2024-06-12,APROVADO,FIXO,2,100,VENCIDO,Rodovia Federal,6,2023
RJ,RIO DE JANEIRO,sao goncalo,br 101 km 314+400,2024-05-16,2025-05-15,APROVADO,FIXO,2,100,VÁLIDO,Rodovia Federal,5,2024
RJ,RIO DE JANEIRO,sao goncalo,br 101 km 316+400,2024-05-16,2025-05-15,APROVADO,FIXO,2,80,VÁLIDO,Rodovia Federal,5,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 104 km 14,0",2024-11-18,2025-11-17,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,11,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 104 km 16,5",2024-04-17,2025-04-16,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 104 km 18,5",2024-10-14,2025-10-13,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,10,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 104 km 6,5 são gonçalo",2019-03-13,2020-03-12,APROVADO,FIXO,1,60,VENCIDO,Rodovia Estadual,3,2019
RJ,RIO DE JANEIRO,sao goncalo,"rj 104 km 8,9",2024-03-05,2025-03-04,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,sao goncalo,rj 104 km 9 são gonçalo,2019-03-13,2020-03-12,APROVADO,FIXO,1,60,VENCIDO,Rodovia Estadual,3,2019
RJ,RIO DE JANEIRO,sao goncalo,"rj 104 km 9,3",2024-03-05,2025-03-04,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 104, km 16,5",2024-06-06,2025-06-05,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,6,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 0,5",2024-11-18,2025-11-17,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,11,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 1,5",2024-08-13,2025-08-12,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,8,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 1,6",2019-04-05,2020-04-04,APROVADO,FIXO,1,50,VENCIDO,Rodovia Estadual,4,2019
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 1,7",2019-04-30,2020-04-29,APROVADO,FIXO,1,50,VENCIDO,Rodovia Estadual,4,2019
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 10,0",2024-03-14,2025-03-13,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 10,0   441/r8",2024-04-17,2025-04-16,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 10,0   442/r8",2024-04-17,2025-04-16,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 10,6",2024-07-31,2025-07-30,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,7,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 10,7",2024-07-31,2025-07-30,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,7,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 3,3",2024-06-06,2025-06-05,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,6,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 4,5",2019-04-30,2020-04-29,APROVADO,FIXO,1,60,VENCIDO,Rodovia Estadual,4,2019
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 6,0",2024-11-18,2025-11-17,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,11,2024
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 6,7",2019-04-30,2020-04-29,APROVADO,FIXO,1,50,VENCIDO,Rodovia Estadual,4,2019
RJ,RIO DE JANEIRO,sao goncalo,"rj 106 km 8,0",2019-04-24,2020-04-23,APROVADO,FIXO,1,50,VENCIDO,Rodovia Estadual,4,2019
RJ,RIO DE JANEIRO,sao goncalo,"rj 106, km 6,0",2024-09-23,NA,REPARADO,FIXO,1,50,REPARADO,Rodovia Estadual,9,2024
RJ,RIO DE JANEIRO,sao goncalo,rod. br 101 km 313+000,2024-01-25,2025-01-24,APROVADO,FIXO,2,100,VÁLIDO,Rodovia Federal,1,2024
RJ,RIO DE JANEIRO,sao goncalo,rod. br 101 km 313+020,2024-06-25,NA,REPARADO,FIXO,2,100,REPARADO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,sao jose de uba,"rj 186 km 54,1",2024-06-12,2025-06-11,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,6,2024
RJ,RIO DE JANEIRO,sao jose de uba,"rj 186 km 60,8",2024-07-23,2025-07-22,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Estadual,7,2024
RS,RIO DE JANEIRO,sao jose do norte,1',2024-03-06,2025-03-05,APROVADO,FIXO,0,NA,VÁLIDO,Via Urbana,3,2024
RJ,RIO DE JANEIRO,sao jose do vale do rio preto,br 116 km 39+050,2023-09-19,2024-09-18,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,9,2023
RJ,RIO DE JANEIRO,sao jose do vale do rio preto,br 116 km 39+075,2024-09-12,2025-09-11,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,9,2024
RJ,RIO DE JANEIRO,sao jose do vale do rio preto,br 116 km 40+305,2024-10-30,2025-10-29,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,sao jose do vale do rio preto,br 116 km 40+320,2023-11-07,2024-11-06,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Federal,11,2023
RJ,RIO DE JANEIRO,sao jose do vale do rio preto,br 116 km 40+515,2024-10-30,2025-10-29,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,sao joao da barra,"br 356 km 182,5",2023-01-12,2024-01-11,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,1,2023
RJ,RIO DE JANEIRO,sao joao da barra,"br 356 rj km 169,000",2023-01-12,2024-01-11,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,1,2023
RJ,RIO DE JANEIRO,sao joao da barra,"br 356 rj km 170,400",2023-01-12,2024-01-11,APROVADO,FIXO,2,40,VENCIDO,Rodovia Federal,1,2023
RJ,RIO DE JANEIRO,sao joao de meriti,"562/r8   rj 071 km 20,0",2024-08-12,NA,REPARADO,FIXO,1,90,REPARADO,Rodovia Estadual,8,2024
RJ,RIO DE JANEIRO,sao joao de meriti,"563/r8   rj 071 km 20,0",2023-09-22,2024-09-21,APROVADO,FIXO,1,90,VÁLIDO,Rodovia Estadual,9,2023
RJ,RIO DE JANEIRO,sao joao de meriti,br 116 km 173+460,2024-10-11,2025-10-10,APROVADO,FIXO,2,100,VÁLIDO,Rodovia Federal,10,2024
RJ,RIO DE JANEIRO,sao joao de meriti,"rj 071 km 13,0",2024-07-14,2025-07-13,APROVADO,FIXO,1,90,VÁLIDO,Rodovia Estadual,7,2024
RJ,RIO DE JANEIRO,sao joao de meriti,"rj 071 km 20,0",2024-08-12,2025-08-11,APROVADO,FIXO,1,90,VÁLIDO,Rodovia Estadual,8,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 106 km 108,0",2024-05-21,2025-05-20,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Estadual,5,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 106 km 113,1",2019-05-13,2020-05-12,APROVADO,FIXO,1,60,VENCIDO,Rodovia Estadual,5,2019
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 106 km 118,8",2024-08-07,2025-08-06,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,8,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 106 km 104,9",2024-05-08,2025-05-07,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,5,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 106 km 109,2",2024-05-22,NA,REPARADO,FIXO,1,50,REPARADO,Rodovia Estadual,5,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 106 km 109,4",2024-04-12,2025-04-11,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 106 km 116,0",2024-11-12,2025-11-11,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,11,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 140 km 16,7",2024-08-14,2025-08-13,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,8,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 140 km 16,7   são pedro da aldeia",2024-04-29,2025-04-28,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 140 km 18,0",2024-08-14,2025-08-13,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,8,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 140 km 21,0",2024-04-29,2025-04-28,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 140 km 21,7",2024-04-29,2025-04-28,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,sao pedro da aldeia,"rj 140 km 22,0",2024-02-28,2025-02-27,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,2,2024
RJ,RIO DE JANEIRO,sao sebastiao do alto,"rj 116 km 159,1",2024-11-01,2025-10-31,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,11,2024
RJ,RIO DE JANEIRO,sao sebastiao do alto,"rj 116 km 159,1 valão do barro",2022-12-29,2023-12-28,APROVADO,FIXO,2,50,VENCIDO,Rodovia Estadual,12,2022
RJ,RIO DE JANEIRO,sao sebastiao do alto,"rj 116 km 171,6",2024-06-04,2025-06-03,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
RJ,RIO DE JANEIRO,sao sebastiao do alto,"rj 172 km 12,0",2024-04-24,2025-04-23,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,teresopolis,"br 116 km 63,50",2022-11-29,2023-11-28,APROVADO,FIXO,1,60,VENCIDO,Rodovia Federal,11,2022
RJ,RIO DE JANEIRO,teresopolis,"br 116 km 78,40",2022-11-29,2023-11-28,APROVADO,FIXO,1,60,VENCIDO,Rodovia Federal,11,2022
RJ,RIO DE JANEIRO,teresopolis,br 116 km 56+520,2024-09-12,2025-09-11,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,9,2024
RJ,RIO DE JANEIRO,teresopolis,br 116 km 56+540,2023-09-19,2024-09-18,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,9,2023
RJ,RIO DE JANEIRO,teresopolis,br 116 km 64+325,2023-09-22,2024-09-21,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2023
RJ,RIO DE JANEIRO,teresopolis,br 116 km 64+353,2024-09-10,2025-09-09,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2024
RJ,RIO DE JANEIRO,teresopolis,br 116 km 69+552,2024-09-10,2025-09-09,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2024
RJ,RIO DE JANEIRO,teresopolis,br 116 km 69+560,2023-09-22,2024-09-21,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2023
RJ,RIO DE JANEIRO,teresopolis,br 116 km 73+197,2024-09-18,2025-09-17,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2024
RJ,RIO DE JANEIRO,teresopolis,br 116 km 73+225,2023-09-22,2024-09-21,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2023
RJ,RIO DE JANEIRO,teresopolis,br 116 km 80+760,2023-09-22,2024-09-21,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,9,2023
RJ,RIO DE JANEIRO,teresopolis,br 116 km 80+805,2024-09-18,2025-09-17,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Federal,9,2024
RJ,RIO DE JANEIRO,teresopolis,br 116 km 81+915,2024-09-20,2025-09-19,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2024
RJ,RIO DE JANEIRO,teresopolis,br 116 km 81+950,2023-09-25,2024-09-24,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Federal,9,2023
RJ,RIO DE JANEIRO,teresopolis,"rj 130 km 19,2",2024-06-17,2025-06-16,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,6,2024
RJ,RIO DE JANEIRO,teresopolis,"rj 130 km 22,8",2024-08-30,2025-08-29,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,8,2024
RJ,RIO DE JANEIRO,teresopolis,"rj 130 km 27,3",2024-10-11,2025-10-10,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,10,2024
RJ,RIO DE JANEIRO,teresopolis,"rj 130 km 29,0",2024-03-01,2025-02-28,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,teresopolis,"rj 130 km 3,5",2024-03-01,2025-02-28,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,teresopolis,"rj 130 km 35,0",2024-03-01,2025-02-28,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,teresopolis,"rj 130 km 38,4",2024-06-17,2025-06-16,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,6,2024
RJ,RIO DE JANEIRO,teresopolis,"rj 130 km 38,6",2024-07-17,2025-07-16,APROVADO,FIXO,1,50,VÁLIDO,Rodovia Estadual,7,2024
RJ,RIO DE JANEIRO,teresopolis,"rj 130 km 6,0",2024-03-01,2025-02-28,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,teresopolis,"rj 186, km 17.2",2023-12-20,2024-12-19,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,12,2023
RJ,RIO DE JANEIRO,trajano de moraes,"rj 174 km 11,3",2024-03-11,2025-03-10,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Estadual,3,2024
RJ,RIO DE JANEIRO,tres rios,br 040 km 024+900,2023-02-02,2024-02-01,APROVADO,FIXO,2,70,VENCIDO,Rodovia Federal,2,2023
RJ,RIO DE JANEIRO,tres rios,"br 040 km 024,900",2024-03-07,2025-03-06,APROVADO,FIXO,2,70,VÁLIDO,Rodovia Federal,3,2024
RJ,RIO DE JANEIRO,tres rios,br 393 km 157+580m pista norte,2024-06-24,2025-06-23,APROVADO,FIXO,1,40,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,tres rios,br 393 km 175+520m pista sul,2024-06-25,2025-06-24,APROVADO,FIXO,1,40,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,valenca,"rj 145 km 64,7",2024-07-16,2025-07-15,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,7,2024
RJ,RIO DE JANEIRO,valenca,"rj 145 km 79,9",2024-04-17,2025-04-16,APROVADO,FIXO,2,60,VÁLIDO,Rodovia Estadual,4,2024
RJ,RIO DE JANEIRO,vassouras,br 393 km 232+250m pista sul,2024-06-25,2025-06-24,APROVADO,FIXO,1,40,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,vassouras,br 393 km 236+380m pista sul,2024-06-25,2025-06-24,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,vassouras,br 393 km 236+840m pista norte,2024-06-26,2025-06-25,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,vassouras,br 393 km 238+750m pista norte,2024-06-26,2025-06-25,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,vassouras,br 393 km 243+380m pista sul,2024-06-26,2025-06-25,APROVADO,FIXO,1,60,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,vassouras,br 393 km232+330m pista norte,2024-06-25,2025-06-24,APROVADO,FIXO,1,40,VÁLIDO,Rodovia Federal,6,2024
RJ,RIO DE JANEIRO,vassouras,"rj 121 km 26,4",2024-02-15,2025-02-14,APROVADO,FIXO,2,40,VÁLIDO,Rodovia Estadual,2,2024
RJ,RIO DE JANEIRO,volta redonda,"br 393 km 295,5",2019-01-21,2020-01-20,APROVADO,FIXO,4,50,VENCIDO,Rodovia Federal,1,2019
RN,RIO GRANDE DO NORTE,acari,"br 427/rn km 28,500 via: principal",2021-09-13,2022-09-12,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,9,2021
RN,RIO GRANDE DO NORTE,apodi,"br 405/rn km 76,000 via: principal",2024-03-21,2025-03-20,APROVADO,FIXO,4,40,VÁLIDO,Rodovia Federal,3,2024
RN,RIO GRANDE DO NORTE,areia branca,"br 110/rn  km 1,300 via: principal",2021-12-21,2022-12-20,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,12,2021
RN,RIO GRANDE DO NORTE,areia branca,"br 110/rn km 1,300 via: principal",2023-01-20,NA,REPARADO,FIXO,2,50,REPROVADO,Rodovia Federal,1,2023
RN,RIO GRANDE DO NORTE,areia branca,"br 110/rn km 1,300 via:principal",2023-09-28,NA,REPARADO,FIXO,2,50,REPROVADO,Rodovia Federal,9,2023
RN,RIO GRANDE DO NORTE,acu,"br 304/rn  km 108,560 via: principal",2021-11-18,2022-11-17,APROVADO,FIXO,2,80,VENCIDO,Rodovia Federal,11,2021
RN,RIO GRANDE DO NORTE,caico,"av. cel. martiniano, castelo branco, a 60 m do imóvel n° 3255",2024-07-09,2025-07-08,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,7,2024
RN,RIO GRANDE DO NORTE,caico,"av. cel. martiniano, penedo, em frente ao imóvel n° 1309",2024-07-09,2025-07-08,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,7,2024
RN,RIO GRANDE DO NORTE,caico,"av. dr. carlindo de s.dantas, centro, 35 m após a rua manoel joaquim",2024-07-08,2025-07-07,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,7,2024
RN,RIO GRANDE DO NORTE,caico,"br 427/rn km 102,910 via: principal",2023-12-11,2024-12-10,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,12,2023
RN,RIO GRANDE DO NORTE,caico,"br 427/rn km 103,500 via: principal",2024-03-20,2025-03-19,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,3,2024
RN,RIO GRANDE DO NORTE,caico,"br 427/rn km 93,600 via: principal",2023-09-26,NA,REPARADO,FIXO,2,50,REPROVADO,Rodovia Federal,9,2023
RN,RIO GRANDE DO NORTE,caico,"br 427/rn km 96,920 via: principal",2023-12-11,2024-12-10,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,12,2023
RN,RIO GRANDE DO NORTE,caico,"br 427/rn km 97,600 via: principal",2024-03-20,2025-03-19,APROVADO,FIXO,2,50,VÁLIDO,Rodovia Federal,3,2024
RN,RIO GRANDE DO NORTE,caico,"br 427/rn km 98,100 via: principal",2021-11-19,2022-11-18,APROVADO,FIXO,2,50,VENCIDO,Rodovia Federal,11,2021
RN,RIO GRANDE DO NORTE,caico,"rua júlio rodrigues, boa passagem, 6 m após a rua são jorge",2024-07-09,2025-07-08,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,7,2024
RN,RIO GRANDE DO NORTE,caico,"rua manoel gonçalves de melo, barra nova, em frente ao imóvel n° 700",2024-07-08,2025-07-07,APROVADO,FIXO,2,50,VÁLIDO,Via Urbana,7,2024
RN,RIO GRANDE DO NORTE,canguaretama,br 101/rn   via: principal,2021-02-23,2022-02-22,APROVADO,FIXO,4,80,VENCIDO,Rodovia Federal,2,2021
RN,RIO GRANDE DO NORTE,canguaretama,"br 101/rn km 158,490 via: principal",2023-09-25,2024-09-24,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,9,2023
RN,RIO GRANDE DO NORTE,canguaretama,"br 101/rn km 158,520 via: principal",2023-09-25,2024-09-24,APROVADO,FIXO,2,60,VENCIDO,Rodovia Federal,9,2023
